"";"1";"2";"3";"4";"5";"6";"7";"8";"9";"10";"11";"12";"13";"14";"15";"16";"17";"18";"19";"20";"21";"22";"23";"24";"25";"26";"27";"28";"29";"30";"31";"32";"33";"34";"35";"Step"
"FR";322207,736229818;359054,536706523;30501,5018799135;55748,874528693;88496,5846074005;286700;2760,17216279978;80586,3733210846;39680,6520084084;745629,890808846;0;129741,260427638;99664,3114204517;1187020,56059121;140642,371371738;257806,386891254;38223,1926003425;167933,04096518;150066,610274716;286296,128453349;38629,0611837881;1172,12172827595;505868,338600246;168742,678607075;382560,505557255;361919,060987667;173602,260404958;235387,323103226;140860,302191839;383265,248921825;493253,221517944;211509,190573381;174730,023802973;247069,455249652;418464,487081714;"NoStep"
"GA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,0843791058215;0;0;72,0199225809111;0;0;0;0;0;186,141451637603;194,423816128476;"NoStep"
"GB";388111,168378604;65560,3851064232;229140,12696589;47374,6031966387;46333,7991826207;125430,209820017;6507,41193328599;77903,1187986767;137488,27575506;671687,531928972;10425,108112585;172173,26831187;160428,423890852;942900;62890,3743330403;150534,633784331;31023,9494940237;141449,238881398;0;181392,04251455;71542,730981211;355,023346969107;137332,806317334;55589,2173925998;46472,283453059;308085,473840715;88096,7618700821;139736,612371071;74952,5715135652;206605,989970774;362175,133661105;396757,753498239;245636,548190121;297279,228698093;273692,639980486;"NoStep"
"GC";72,0199225809111;0;0;0;129,262670567395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11,0843791058215;0;0;"NoStep"
"GH";0;0;0;0;0;0;0;36,6095024050945;0;0;0;0;0;0;0;58,8392135941667;0;0;0;103,718836332452;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NoStep"
"GL";0;0;73,493672194827;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12,2964524352056;0;0;0;0;88,7558367422767;0;"NoStep"
"GN";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;93,0707258188016;64,8079387094921;0;0;0;0;0;183,847689045839;0;0;0;0;0;35,5789727686908;0;0;0;"NoStep"
"GR";889,474319217269;221,336143833701;1256,89685950661;0;933,743919744363;664,088184759545;88,7558367422767;84,860642420598;243,012972208087;200,415229657836;734,93672194827;265,861284107244;3101,31986873018;986,509740418117;2266,10200800016;4354,33954361036;2448,67736775098;1617,21209488741;6639,98277232015;1940,30362747001;775,57602340437;0;4932,74846839649;2851,54930321765;644,377339625851;1324,96700514103;3819,56787388525;1529,81955344833;2398,05132130918;2665,79149116466;419,153831330735;2126,23614481527;1543,01737264186;4200;2107,22821030951;"NoStep"
"GT";0;45,382863901231;0;0;0;0;0;0;0;76,6255597799475;0;28,286880806866;60,7532430520217;0;73,493672194827;24,1692076461131;88,6091391065767;11,0843791058215;78,1414485517298;0;0;0;79,9997924375922;0;64,6313352836975;0;0;0;30,6846352202786;0;0;0;0;91,9238445229194;10,7475341366855;"NoStep"
"GY";0;0;0;0;0;0;0;0;0;0;0;0;0;0;532,53502045366;169,721284841196;0;0;0;24,1692076461131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;"NoStep"
